question,answer,A,B,C,D
Name the author of the Pulitzer Prize-winning novel The Good Earth.,Pearl S. Buck,Lewis Wallece,Karl Marx,Pearl S. Buck,Sir John Hunt
Who wrote The Ascent of Everest?,Sir John Hunt,Karl Marx,Sir John Hunt,Tenzing Norgay,Edmund Hillary
"Name the capital of Egypt, which is also the largest city in Africa.",Cairo,Cairo,None of These,Alexandria,Luxor
In what Italian city is Palazzo Gondi located?,Florence,Salerno,None of these,Florence,Rome
"Which of these mountains is located on the border between Sagarmatha Zone, Nepal, and Tibet, China?",Mt. Everest,Mt. Everest,Mt. Kenya,Mt. Kilimanjaro,None of These
"Which of these actresses was born on October 28, 1967?",Julia Roberts,Jennifer Aniston,Julia Roberts,None of These,Kelly Holmes
What do the initials J.K. stand for in J.K. Rowlings name?,Joanne Kathleen,Joanne Kathleen,Jamie Karen,None of These,Jennifer Karla
How many muscles does a cat have in each ear?,32,46,32,21,None of These
This actress plays the Red Queen in 2010s Alice in Wonderland and Bellatrix Lestrange in the Harry Potter movies.,Helena Bonham Carter,None of these,Cameron Diaz,Kristen Stewert,Helena Bonham Carter
Which of the following is not a French cheese?,Emmental,Chevrotin,Beaufort,Emmental,Camembert
Who was the 10th U.S. President?,John Tyler,William Henry,None of These,James k. Polk,John Tyler
When did Alexander the Great found the city of Alexandria?,331 B.C.,428 B.C.,None of these,337 B.C.,331 B.C.
What was Firestars name before he became clan leader in the Warriors series of books?,Fireheart,Firestorm,None of these,Fireheart,Firecloud
Who became ThunderClans medicine cat after Yellowfang died in the book series Warriors?,Cinderpelt,Moonstare,Darkstripe,None of these,Cinderpelt
Who is Mothwings brother in the childrens series Warriors?,Hawkfrost,Hawkfrost,Nectertail,Bushelfur,None of these
What is the name of Firestars kittypet sister in the Warriors series of books?,Princess,Blossom,None of these,Snowy,Princess
Name Firestars best friend who was captured by twolegs in the series Warriors.,Graystripe,Graystripe,Brambleclaw,Ravenpaw,None of these
Who is Brambleclaw and Tawneypelts father in the Warriors series of novels?,Tigerstar,Brackenfur,Oakheart,none of thess,Tigerstar
Who becomes Deputy when Graystripe does not return in the series Warriors?,Brambleclaw,None of these,Longtail,Brambleclaw,Squirrelflight
How many kits do Squirrelflight and Brambleclaw have in the series Warriors?,3,0,2,1,3
"In the series Warriors, what she-cat from ThunderClan was the WindClan cat, Crowfeather, in love with?",Leafpool,None of these,Sandstorm,Cinderpelt,Leafpool
What do Clan-cats call cars in Erin Hunters series Warriors?,Monsters,Giants,None of these,Monsters,Twoleg machines
Jethro was Jed Clampetts nephew on the Beverly Hillibillies.,False,True,False,,
"When Jethro graduated from Potts school on the TV show The Beverly Hillbillies, this character received his diploma.",Skipper,Skipper,Jetherine,Granny,Shorty
What was Grannys name on the TV show The Beverly Hillbillies?,Daisy Moses,Mae Sue West,Daisy Moses,Grandma Moses,Daisy Mae Clampett
Earl was the name of Jeds dog on the sitcom the Beverly Hillbillies.,False,False,True,,
Does Elly May date a navy frogman in some episodes of The Beverly Hillbillies?,Yes,No,Yes,,
A running theme during the Beverly Hillbillies series involved the efforts Mr. Drysdale made to keep the Clampetts in Beverly Hills (and their money in his bank). What was the name of Mr Drysdales father-in-law who he tried to fix up with Granny?,Lowell Farquhar,William S. Hart,Lowell Farquhar,Jerry Scroggins,Shorty Kellums
What is the name of Mr. Brewsters wife on the TV show The Beverly Hillbillies?,Edythe,Edythe,Erika,Kate,Louise
The Giant Jack Rabbit was one the most watched episodes in TV history. What was the Giant Jack Rabbit?,a kangaroo,a man,a dog,a rabbit,a kangaroo
What was the name of the restaurant Jethro opened in an episode of The Beverly Hillbillies?,The Happy Gizzard,Jethros All You Ken Et Buffet,Crawdads and More,Grannys Grits,The Happy Gizzard
"In 2000, Bill Clinton became the first US President to visit this country.",Vietnam,Iran,Afghanistan,Iceland,Vietnam
What statement is true about the best-selling novel First Experience written by Japanese author Yume Hotaru?,It was written entirely on a cell phone.,It was written by a teenager.,It was a graphic novel.,It was written backwards.,It was written entirely on a cell phone.
Which US President granted a pardon to all former Confederate soldiers?,Andrew Johnson,Ulysses Grant,Abraham Lincoln,Jefferson Davis,Andrew Johnson
Which of these companies tried to trademark the sound of their product?,Harley Davidson,Porsche,Harley Davidson,Leer Jets,Rolex
Where was Olympic track star Usain Bolt born?,Jamaica,Brazil,Zimbabwe,Jamaica,USA
Why were Ikea customers outraged about the companys 2010 catalog?,The font had been changed to Verdana.,It left out the entire section of table lamps.,None of these,It was 50 pages thinner.,The font had been changed to Verdana.
Which of the following coaches is known as the all time winningest basketball coach in NCAA history?,Pat Summit,John Wooden,Bobby Knight,Kay Yow,Pat Summit
What Greek deity is associated with love and beauty?,Aphrodite,Ares,Athena,Aphrodite,Apollo
Which of these Greek deities is associated with wisdom?,Athena,Zeus,Demeter,Poseidon,Athena
"In Greek mythology, Pan is the god of the underworld.",False,True,False,,
Artemis is the goddess of which of the following.,hunting,none of these,wisdom,hunting,agriculture
"According to Greek mythology, Kronos ate his children.",True,True,False,,
Whose cattle did Hermes steal when he was just a day old?,Apollos,Hephaestuss,Apollos,Demeters,Persephones
Leto was the mother of Artemis and Apollo.,True,False,True,,
Who helped Theseus get out of the labyrinth?,Ariadne,Ariadne,Andromeda,Agore,Agastus
How many fates are there according to Greek mythology?,3,none,5,3,2
"What do Demeter, Hades, Hera, Zeus, Poseidon, and Hestia have in common?",They are all children of Kronos and Rhea.,Nothing,Both,They all have thrones on Olympus.,They are all children of Kronos and Rhea.
Who is Rachel Elizabeth Dare according to the series Percy Jackson  the Olympians?,A mortal who can see through the mist,A daughter of Demeter,A mortal who can see through the mist,"Percys long-lost, half-blood sister",A spirit who guides Percy to the Underworld
In which book of the Percy Jackson  the Olympians series does Percy set out to find the Golden Fleece?,The Sea of Monsters,The Battle of the Labyrinth,The Lightning Thief,The Sea of Monsters,The Titans Curse
Whose daughter is Silena in the series Percy Jackson  the Olympians?,Aphrodites,Hermes,Athenas,Demeters,Aphrodites
What is the name of Percys half brother in Percy Jackson  the Olympians?,Tyson,Charlie,Drew,Maslow,Tyson
"In Percy Jackson  the Olympians, Carter is Annabeths last name.",False,True,False,,
What is the name of Percys first stepfather in Percy Jackson  the Olympians?,Gabe Ugliano,Jared Dorso,Christopher Spotman,Gabe Ugliano,Michael Voger
Who is Dolores Cartridge in the series Percy Jackson  the Olympians?,There is no such character.,The demi-god daughter of Athena,Annabeths stepmom,There is no such character.,A camp leader
"In the series Percy Jackson  the Olympians, Lukes sword is called Backbiter.",True,False,True,,
"Are Zeus, Poseidon, and Hades the Big Three gods according to the series Percy Jackson  the Olympians?",Yes,No,Yes,,
What color is the hairbrush that Rachel throws at Luke(with Kronos inside him) ?,Blue,Blue,Green,Pink,Purple
Which of the following artists painted Ariadne Abandoned by Theseus?,Kauffman,Kauffman,Pissarro,Rembrandt,Lippi
Which of the following artists painted The Madonna of Humility?,Masaccio,Sebastiano,Masaccio,Couse,Reynolds
Which Baroque artist painted The Personification of Astrology?,Guercino,Miller,Durer,Guercino,Cezanne
What Impressionist painter created Peasant Woman Carrying Two Bundles of Hay?,Pissarro,Master of the Saint Lucy Legend,Pater,Pissarro,Miller
Which of the following artists painted Jeanne Pissarro?,van Rysselberg,Rigaud,Gris,van Rysselberg,Masaccio
Which of the following painters created Anton Francesco degli Albizzi?,Sebastiano,Porter,Panini,van Gogh,Sebastiano
Who painted Casting in the Falls?,Homer,Homer,Louis,Manet,Lippi
Which of the following artists painted The Purple Shawl?,Couse,Zubarran,Kauffman,Leonardo Da Vinci,Couse
Which of the following artists painted Fantasy View of the Pantheon and other Monuments of Ancient Rome?,Panini,Feininger,Picasso,Panini,van Ruysdael
Which of the following artists painted Saint Jerome in His Study?,Lippi,Homer,Lippi,Louis,Durer
Which of the following was NOT one of Lord Voldemorts horcruxes?,The Sword of Gryffindore,The Diary Belonging to him,The Sword of Gryffindore,The Lost Diadem of Ravenclaw,Salazar Slytherins Locket
Which of the following Harry Potter characters did NOT destroy a horcrux?,Sirius,Sirius,Ron,Hermione,Neville
Which of the following characters did NOT die at some point of the Harry Potter series?,George,Bellatrix,George,Fred,Snape
What spell is used in the Harry Potter series to make something swell in size?,Engorgio,Engorgio,Nox,Petrificus Totalus,Wingardium Leviosa
Which of the following are some of Fred and Georges products in the Harry Potter series?,Puking Pastilles,Dragon Dunkins,Every Flavor Beans,Bogey Bunsters,Puking Pastilles
"In the Harry Potter series, Dumbledores full name is Albus Percival Wulfic Bilius Dumbledore.",False,True,False,,
How many siblings does Molly Weasley have in the Harry Potter series?,2,5,1,0,2
All the creators of the Marauders Map have died at some point of the Harry Potter series.,True,True,False,,
What was Lily Potters sisters name in the Harry Potter series?,Petunia,Blossom,Rose,Petunia,Tulip
Which of Harry Potters parents was in Ravenclaw?,Neither,Neither,James,Lily,Both
The phrase Love is blind was coined by Shakespeare and appears in which of the following plays?,Two Gentlemen of Verona,The Allegory of Mortimer,The Critic,Two Gentlemen of Verona,Hamlet
Which Shakespearean play gave us the noun leapfrog?,Henry V,Henry V,Joel III,The Lovers of Chalot,The Days of Geoffrey
The word birthplace came into the English language via this Shakespearean play.,Coriolanus,Two Gentlemen of Venice,A Midsummers Nights Sex Comedy,The Jew of Malta,Coriolanus
The word luggage entered English language via this Shakespearean play.,"Henry IV, Part One","Richard III, Part One","Henry III, Part One","Henry IV, Part One","Henry VII, Part I"
This Shakespearean comedy gave us the word Puke.,As You Like It,Tristan and Isolde,As You Like It,King Lear,A Midsummers Nights Dream
"We get the adjective obscene from this Shakespearean play, which starts out with a king and three noblemen vowing to devote themselves to study and avoid women.",Loves Labor Lost,Loves Labor Lost,To His Coy Mistress,Anthony Adverse,The Tempest
"Queen Elizabeth I asked Shakespeare to write this play, which gave us the term Go-between.",The Merry Wives of Windsor,"Love Now, Labor in Nine Months",The Merry Wives of Windsor,Everyman,Faustus
Maggie May was a huge hit song for this singer in 1971.,Rod Stewart,Ron Stewart,Mick Jagger,Rod Stewart,Al Stewart
Cecilia was a hit song for this group in the early 1970s.,Simon  Garfunkel,Uriah Heep,"Blood, Sweat  Tears",Simon  Garfunkel,The Four Tops
Shannon was a big one hit wonder for this singer in 1976.,Henry Gross,Henry Gross,Joe Lagalante,Dave Mason,Burton Cummings Jr.
Beth was a colossal hit song for this group in the 1970s.,Kiss,Boston,Supertramp,Kiss,Exile
Luka was a massive hit song for this singer in 1987.,Suzanne Vega,Lisa Loeb,Suzanne Vega,Samantha Fox,Lisa Stansfield
Who created the comic-strip FoxTrot in 1988?,Bill Amend,Bill Watterson,Scott Adams,Bill Amend,Tom Wilson
Who is the youngest sibling in the comic-strip FoxTrot?,Jason,Molly,Peter,Jason,Paige
"In 2006, the creator of the FoxTrot comic-strip stopped making a daily publication and switched to a Sunday only format.",True,True,False,,
"In the comic-strip FoxTrot, what are the names of the kids parents?",Roger (father); Andy (mother),Ronald (father); Alice (mother),Roger (father); Andy (mother),Ralph (father); Abbie (mother),Richard (father); Anne (mother)
"Jason Fox, from the comic FoxTrot, is very much into video games.",True,True,False,,
What kind of unusual animal is Jason Foxs pet in the comic FoxTrot?,iguana,monkey,sheep,iguana,piranha
"Who is Jasons friend, whom he plays with all the time, in the comic FoxTrot?",Marcus,Marcus,Wally,Brent,Lippy
"Paige Fox, a character in the comic-strip FoxTrot, has always had a boyfriend.",False,False,True,,
Which of the following FoxTrot characters has an exaggerated appetite?,Peter,Peter,Jason,Paige,Morton
"This is the fear that somewhere in the world, there is a duck watching you.",Anatidaephobia,Anatidaephobia,Anatadaephobia,Anatidaiphobia,Duckophobia
This is the fear of laughter.,Geliophobia,Laughophobia,Hahaphobia,Geliophobia,Lolophobia
This term refers to the fear of fats in food.,Lipophobia,Fatophobia,Glycephobia,Lipidophobia,Lipophobia
This is the fear of having a fear.,Phobophobia,Phobiphobia,Albuminurophobia,Ferophobia,Phobophobia
This is the fear of opinions.,Allodoxaphobia,Piniphobia,Allodoxaphobia,Allodoxiphobia,Opinionophobia
