question,answer,A,B,C,D
"In the movie The Shootist, this actor played Doc Hostetler whom J.B. Books went to see about the pain in his lower back.",James Stewart,James Stewart,William Cannon,Bing Crosby,Ed Asner
What are the only two movies in which Kirk Douglas co-starred with the Duke?,War Wagon and In Harms Way,War Wagon and Rio Bravo,McClintock and Comancheros,War Wagon and In Harms Way,In Harms Way and The Longest Day
"John Wayne and Robert Mitchum were in only 2 movies together, El Dorado and The Longest Day.  Which of the following John Wayne movies star either one of Mitchums two sons, Michael and James?","Chisum, Rio Lobo, and In Harms Way","War Wagon, Big Jim McClain, and Big Jake","In Harms Way, McLintock, and Big Jake","Rio Bravo, Rio Grande, Rio Lobo","Chisum, Rio Lobo, and In Harms Way"
"This actress co-starred with John Wayne in the movies The Searchers, The Hellfighters and The Man Who Shot Liberty Valance.",Vera Miles,Maureen OHara,Lauren Bacall,Katherine Hepburn,Vera Miles
"This actor, nicknamed Dobe, came from an acting family. He was in 7 movies with John Wayne. In the movie Rio Grande, he played a new recruit in the cavalry. Ben Johnson played his best friend, Tyree.","Harry Carey, Jr.","Harry Carey, Jr.",Paul Fix,Skip Carey,Ken Curtis
"This actor portrayed a total of eleven characters opposite the Duke, including an Indian, named Sam Sharpnose and a rancher, named Ben Sage.",Bruce Cabot,Bruce Cabot,Jim Hutton,Edward Faulkner,Victor McLaglen
Kirk Douglas costarred with John Wayne in War Wagon.,True,False,True,,
Did John Wayne play opposite of Richard Boone in two movies?,Yes,No,Yes,,
"What characters did John Wayne portray in the movies movies In Harms Way, Wings of Eagles, Hatari!?",Capt. Rockwell Torrey; Spig Wead; Sean Mercer,Capt. Rockwell Torrey; Spig Wead; Sean Mercer,Sean Mercer; Lt. John McQue; John Mercer,Capt. Nathan Brittles; G. W. McLintock; Sean Thornton,Spig Wead; Ethan Edwards; John Patrick Gilhooley
Forrest Tucker co-starred with the Duke in these two movies.,Sands of Iwo Jima  Chisum,Chisum  Big Jake,Sands of Iwo Jima  Chisum,McClintock  War Wagon,They were Expendable  Operation Pacific
What was Beau Bridges name at birth?,Lloyd Vernet  Bridges III,Barton Llyod Bridges,Lawrence Beauford Bridges,Lloyd Vernet  Bridges III,Beau Bridges
What was Jeff Bridges name at birth?,Jeffrey Leon Bridges,Jeffrey Leon Bridges,Denard Barry Bridges,Ronald Jeffrey Bridges,Jeffrey Lloyd Bridges
Beau Bridges played one year of college basketball at this college.,UCLA,San Diego State,Stanford,USC,UCLA
"Llyod, Beau, Jeff and Cindy Bridges all appeared in one TV show. Which one?",The Lloyd Bridges Show,Paladin,The Lloyd Bridges Show,Seinfeld,Sea Hunt
Jeff Bridges starred in the 1998 hit The Big Lebowski. Who played The Big Lebowski?,David Huddleston,John Goodman,Rex Ingram,Jeff Bridges,David Huddleston
"Lloyd Bridges, his son Beau Bridges, and his grandson Dylan Bridges appeared together in one episode of a TV show. What was the name of the show?",The Outer Limits,The Outer Limits,Seinfeld,Jeopardy,Paladin
"In 1971 Jeff Bridges was in a movie about life in a dying Texas town. The movie won great acclaim, especially for the performance of cowboy actor Ben Johnson. What was the name of this movie?",The Last Picture Show,The Last Chance Cafe,The Last Picture Show,The Last Dance,The Last Time I Saw Texas
Beau Bridges has served as President of Ventura Coast Keeper. What type of organization is it?,A group trying to protect the environment,A political group supporting the Democratic Party,A group trying to improve business in Ventura County,A political group supporting the Republican Party,A group trying to protect the environment
"Lloyd, Jeff and Beau Bridges all have adjoining stars on Hollywoods Walk of Fame.",True,True,False,,
"What is the missing word from these lyrics of Elvis Presleys song Heartbreak Hotel: And although its always crowded, you still can find some ...?",Room,Room,Space,Silence,Solitude
"What part is missing from this verse from Elvis Presleys song Blue Suede Shoes: You can ..., steal my car, drink my liquor from an old fruitjar?",Burn my house,Wear my pants,Shoot my Fido,Take my woman,Burn my house
Who played the tenor saxophone according to the lyrics of Elvis Presleys song Jailhouse Rock?,Spider Murphy,Spider Murphy,Shifty Henry,Little Joe,Number forty-seven
"Find the missing word from these lyrics of Elvis Presleys song Love Me Tender: Love me tender, love me long, take me to your ..., for its there that I belong.",Heart,Heart,Soul,House,Town
Complete these lyrics from Elvis Presleys song White Christmas: Im dreaming of a white Christmas with every Christmas ....,Card I write,Card I write,Drink I have,Bell I hear,Song I sing
What did Romeo say to Juliet when he put his arms around her according to Elvis song Fever?,"Julie, baby, youre my flame",I was born to give you fever,"Marry me, Julie","Darling, wont you say my name","Julie, baby, youre my flame"
Who says that only fools rush in in Elviss Cant Help Falling In Love?,Wise men,Friends,Mother,Wise men,Everybody
What word is missing from this verse from the Elvis song Surrender: All the ... will tell the story of our love and all its glory?,Stars,Neighbors,Birds,Kids,Stars
What does Elvis Presley claim is all you need in Las Vegas in his song Viva Las Vegas?,A strong heart and a nerve of steel,Deep pockets to stuff with money,A strong heart and a nerve of steel,A pretty lady to bring the luck to you,Time to visit all the fancy places
"What is the missing word from this verse of Elviss Dont Be Cruel: Baby, if I made you ... for something I might have said, please, lets forget the past, the future looks bright ahead?",Mad,Mad,Sad,Hurt,Cry
"What does Mel Gibsons character, Riggs, eat in order to stop smoking in the 1992 comedy movie Lethal Weapon 3?",Dog biscuits,Dog biscuits,Jelly worms,Hamster food,Paper
For what movie did Mel Gibson receive his first Academy Award for Best Director?,Braveheart,The Man Without a Face,Apocalypto,Braveheart,The Passion of the Christ
What actress starred alongside Mel Gibson in the 2000 romantic comedy movie What Women Want?,Helen Hunt,Jennifer Lopez,Teri Polo,Helen Hunt,Jennifer Aniston
What character did Mel Gibson voice in the 1995 animated movie Pocahontas?,Captain John Smith,Captain John Smith,Governor Ratcliffe,Chief Powhatan,Meeko
"What country was mentioned in the 1984 historical movie The Bounty, starring Mel Gibson, even though at the time the movie was set, the name of the country was not adopted yet?",Australia,Morocco,Lesotho,Israel,Australia
In what movie based on a play by William Shakespeare did Mel Gibson star in 1990?,Hamlet,Hamlet,Much Ado About Nothing,Romeo and Juliet,Othello
Why is Mel Gibsons character without a face in the 1993 drama movie The Man Without a Face?,He was severely scarred in an accident.,He has lost his ID.,He wears a mask.,He never shows his face in daylight.,He was severely scarred in an accident.
What type of character does Mel Gibson play in the 1994 comedy movie Maverick?,Gambler,Womanizer,Forger,Thief,Gambler
"Which of these actors did not appear in the 2000 movie The Patriot, starring Mel Gibson?",Noah Wyle,Heath Ledger,Chris Cooper,Noah Wyle,Jason Isaacs
"What actress played the role of Pearl in the 1999 movie Payback, starring Mel Gibson?",Lucy Liu,Lucy Liu,Cameron Diaz,Drew Barrymore,Demi Moore
John Turturro played a role in the film The Color of Money.,True,True,False,,
"Which of the following actors did not play opposite John Turturro in the 1985 film, To Live and Die in L.A.?",Gary Sinise,Gary Sinise,Dean Stockwell,John Pankow,William Peterson
John Turturro was in the 1994 film Quiz Show.,True,False,True,,
Which film did John Turturro not play a role in?,Talk Radio,Color of Money,Desperately Seeking Susan,Millers Crossing,Talk Radio
"In the series The Bionic Woman, how did characters Steve Austin and Jaime Sommers get to know each other?",Steves parents became legal guardians of Jaime when her parents died.,Steves parents became legal guardians of Jaime when her parents died.,Steve followed Jaimes career and was attracted to her.,Jaime worked for NASA and fell in love with Steve.,They met as secret agents at the OSI.
"Which of these films, starring Lindsay Wagner, wasnt a made-for-TV movie?",Ricochet,Scruples,From The Dead of Night,The Incredible Journey of Doctor Meg Laurel,Ricochet
"In the 1970s Bionic series, main character Jaime, played by Lindsay Wagner, became a school teacher immediately after graduation from college.",False,False,True,,
Actress Lindsay Wagner produced and starred in which 1984 TV-series?,Jessie,A Message From Holly,Jessie,Voice Of The Heart,Treacherous Crossing
ABC aired all the three seasons of the TV-series The Bionic Woman starring Lindsay Wagner.,False,True,False,,
"In the 1979 film The Two Worlds of Jennie Logan starring Lindsay Wagner, what were the two worlds of Jennie that the title referred to?",She travelled into the past while maintaining her life in the present.,She had affairs while her husband was gone and then played the perfect wife when he was home.,She often fantasized about men while living with her real husband.,She travelled into the past while maintaining her life in the present.,She discovered her clairvoyant abilities and hid them from her husband.
"Actress Lindsay Wagner was born in Los Angeles, California in which year?",1949,1929,1979,1959,1949
"In the movie Callie  Son, actress Lindsay Wagner starred together with which movie star?",Michelle Pfeiffer,Diane Keaton,Michelle Pfeiffer,Andy Griffith,Keanu Reeves
Which actress co-starred with Lindsay Wagner in the TV movies Bionic Ever After and Nurses On The Line: The Crash of Flight 7?,Farrah Forke,Angie Dickenson,Farrah Forke,Olympia Dukakis,Nancy McKeon
Actress Lindsay Wagner has co-authored a vegetarian cookbook.,True,False,True,,
"Childrens entertainer Shari Lewis was born Sonia Hurwitz in the Bronx, New York in what year?",1933,1939,1933,1938,1928
"Which statement about Shari Lewis  father, Abe Hurwitz is true?",He was a Professor of Mathematics.,He was in the music business as a private music teacher.,He was a Professor of Mathematics.,He was a New York City music teacher.,None of these
"Which statement about Sharis mother, Ann Ritz Hurwitz is true?",She was the supervisor of music education for the New York public schools.,She did not work but devoted herself completely to bringing up her children.,She was a teacher of special education classes in New York.,She was the supervisor of music education for the New York public schools.,She was a professional singer.
How was Shari Lewis discovered for show business?,She was discovered on the Arthur Godfrey Talent Scouts show in 1952.,She was discovered by Steve Allen at a tryout for his show in 1954.,She was discovered at an open audition for The Howdy Doody Club in 1955.,She was discovered by Bob Keeshan at a tryout for his show Captain Kangaroo in 1956.,She was discovered on the Arthur Godfrey Talent Scouts show in 1952.
Which statement best describes Shari Lewis work as childrenâs entertainer?,"She wrote 60 books for children (and parents), recorded over 20 albums for children and adults and won a Peabody Award.","She wrote 60 books for children (and parents), recorded over 20 albums for children and adults and won a Peabody Award.",Her beloved show Lamb Chops Playhouse won her a Peabody Award and an Emmy.,"She wrote 20 childrens books, recorded 15 albums for children and won three Peabody Awards.",She participated in several TV shows for children but never had a special one of her own.
"Which of these was not a character on a show, hosted by Shari Lewis?",Mr. Socko,Lamb Chop,Charlie Horse,Hush Puppy,Mr. Socko
Childrens entertainer Shari Lewis received how many Emmy Awards?,12,23,12,4,3
"This award, established in honor of Shari Lewis, is given as a tribute to an individual, company, or organization that represents excellence in childrens programming in electronic media.",The Lamb Chop Award,The Lamb Chop Award,The Peabody Award,The Shari Lewis Award,The Grinspoon-Steinhardt Award
Childrens entertainer Shari Lewis died on 2 August 1998 in which city?,Los Angeles,Las Vegas,Los Angeles,San Francisco,New York
John Travolta received his first Academy Award nomination for his role in this movie.,Saturday Night Fever,Pulp Fiction,Saturday Night Fever,Staying Alive,Grease
In what movie did John Travolta portray Steven Kings popular character Billy Nolan?,Carrie,Carrie,Celeste,Chloe,Christine
What is the occupation of John Travoltas character in the 1983 movie Two of a Kind?,Inventor,Banker,School teacher,Dancer,Inventor
